tool_slug,market_code,base_query,display_name,localization_status,source_id,reviewed_at,notes
fancy-text-generator,JP,,,pending,,,Awaiting localized head term
fancy-text-generator,KR,,,pending,,,Awaiting localized head term
fancy-text-generator,TH,,,pending,,,Awaiting localized head term
fancy-text-generator,TR,,,pending,,,Awaiting localized head term
fancy-text-generator,VN,,,pending,,,Awaiting localized head term
faq-generator,BR,,,pending,,,Awaiting localized head term
faq-generator,DE,,,pending,,,Awaiting localized head term
faq-generator,ES,,,pending,,,Awaiting localized head term
faq-generator,FR,,,pending,,,Awaiting localized head term
faq-generator,ID,,,pending,,,Awaiting localized head term
faq-generator,JP,,,pending,,,Awaiting localized head term
faq-generator,KR,,,pending,,,Awaiting localized head term
faq-generator,TH,,,pending,,,Awaiting localized head term
faq-generator,TR,,,pending,,,Awaiting localized head term
faq-generator,VN,,,pending,,,Awaiting localized head term
favicon-generator,BR,,,pending,,,Awaiting localized head term
favicon-generator,DE,,,pending,,,Awaiting localized head term
favicon-generator,ES,,,pending,,,Awaiting localized head term
favicon-generator,FR,,,pending,,,Awaiting localized head term
favicon-generator,ID,,,pending,,,Awaiting localized head term
favicon-generator,JP,,,pending,,,Awaiting localized head term
favicon-generator,KR,,,pending,,,Awaiting localized head term
favicon-generator,TH,,,pending,,,Awaiting localized head term
favicon-generator,TR,,,pending,,,Awaiting localized head term
favicon-generator,VN,,,pending,,,Awaiting localized head term
fraction-calculator,BR,,,pending,,,Awaiting localized head term
fraction-calculator,DE,,,pending,,,Awaiting localized head term
fraction-calculator,ES,,,pending,,,Awaiting localized head term
fraction-calculator,FR,,,pending,,,Awaiting localized head term
fraction-calculator,ID,,,pending,,,Awaiting localized head term
fraction-calculator,JP,,,pending,,,Awaiting localized head term
fraction-calculator,KR,,,pending,,,Awaiting localized head term
fraction-calculator,TH,,,pending,,,Awaiting localized head term
fraction-calculator,TR,,,pending,,,Awaiting localized head term
fraction-calculator,VN,,,pending,,,Awaiting localized head term
freelance-rate-calculator,BR,,,pending,,,Awaiting localized head term
freelance-rate-calculator,DE,,,pending,,,Awaiting localized head term
freelance-rate-calculator,ES,,,pending,,,Awaiting localized head term
freelance-rate-calculator,FR,,,pending,,,Awaiting localized head term
freelance-rate-calculator,ID,,,pending,,,Awaiting localized head term
freelance-rate-calculator,JP,,,pending,,,Awaiting localized head term
freelance-rate-calculator,KR,,,pending,,,Awaiting localized head term
freelance-rate-calculator,TH,,,pending,,,Awaiting localized head term
freelance-rate-calculator,TR,,,pending,,,Awaiting localized head term
freelance-rate-calculator,VN,,,pending,,,Awaiting localized head term
gif-to-video-converter,BR,,,pending,,,Awaiting localized head term
gif-to-video-converter,DE,,,pending,,,Awaiting localized head term
gif-to-video-converter,ES,,,pending,,,Awaiting localized head term
gif-to-video-converter,FR,,,pending,,,Awaiting localized head term
gif-to-video-converter,ID,,,pending,,,Awaiting localized head term
gif-to-video-converter,JP,,,pending,,,Awaiting localized head term
gif-to-video-converter,KR,,,pending,,,Awaiting localized head term
gif-to-video-converter,TH,,,pending,,,Awaiting localized head term
gif-to-video-converter,TR,,,pending,,,Awaiting localized head term
gif-to-video-converter,VN,,,pending,,,Awaiting localized head term
gradient-generator,BR,,,pending,,,Awaiting localized head term
gradient-generator,DE,,,pending,,,Awaiting localized head term
gradient-generator,ES,,,pending,,,Awaiting localized head term
gradient-generator,FR,,,pending,,,Awaiting localized head term
gradient-generator,ID,,,pending,,,Awaiting localized head term
gradient-generator,JP,,,pending,,,Awaiting localized head term
gradient-generator,KR,,,pending,,,Awaiting localized head term
gradient-generator,TH,,,pending,,,Awaiting localized head term
gradient-generator,TR,,,pending,,,Awaiting localized head term
gradient-generator,VN,,,pending,,,Awaiting localized head term
grammar-checker,BR,,,pending,,,Awaiting localized head term
grammar-checker,DE,,,pending,,,Awaiting localized head term
grammar-checker,ES,,,pending,,,Awaiting localized head term
grammar-checker,FR,,,pending,,,Awaiting localized head term
grammar-checker,ID,,,pending,,,Awaiting localized head term
grammar-checker,JP,,,pending,,,Awaiting localized head term
grammar-checker,KR,,,pending,,,Awaiting localized head term
grammar-checker,TH,,,pending,,,Awaiting localized head term
grammar-checker,TR,,,pending,,,Awaiting localized head term
grammar-checker,VN,,,pending,,,Awaiting localized head term
hash-generator,BR,,,pending,,,Awaiting localized head term
hash-generator,DE,,,pending,,,Awaiting localized head term
hash-generator,ES,,,pending,,,Awaiting localized head term
hash-generator,FR,,,pending,,,Awaiting localized head term
hash-generator,ID,,,pending,,,Awaiting localized head term
hash-generator,JP,,,pending,,,Awaiting localized head term
hash-generator,KR,,,pending,,,Awaiting localized head term
hash-generator,TH,,,pending,,,Awaiting localized head term
hash-generator,TR,,,pending,,,Awaiting localized head term
hash-generator,VN,,,pending,,,Awaiting localized head term
hashtag-generator,BR,,,pending,,,Awaiting localized head term
hashtag-generator,DE,,,pending,,,Awaiting localized head term
hashtag-generator,ES,,,pending,,,Awaiting localized head term
hashtag-generator,FR,,,pending,,,Awaiting localized head term
hashtag-generator,ID,,,pending,,,Awaiting localized head term
hashtag-generator,JP,,,pending,,,Awaiting localized head term
hashtag-generator,KR,,,pending,,,Awaiting localized head term
hashtag-generator,TH,,,pending,,,Awaiting localized head term
hashtag-generator,TR,,,pending,,,Awaiting localized head term
hashtag-generator,VN,,,pending,,,Awaiting localized head term
headline-analyzer,BR,,,pending,,,Awaiting localized head term
headline-analyzer,DE,,,pending,,,Awaiting localized head term
headline-analyzer,ES,,,pending,,,Awaiting localized head term
headline-analyzer,FR,,,pending,,,Awaiting localized head term
headline-analyzer,ID,,,pending,,,Awaiting localized head term
headline-analyzer,JP,,,pending,,,Awaiting localized head term
headline-analyzer,KR,,,pending,,,Awaiting localized head term
headline-analyzer,TH,,,pending,,,Awaiting localized head term
headline-analyzer,TR,,,pending,,,Awaiting localized head term
headline-analyzer,VN,,,pending,,,Awaiting localized head term
heic-to-jpg-converter,BR,,,pending,,,Awaiting localized head term
heic-to-jpg-converter,DE,,,pending,,,Awaiting localized head term
heic-to-jpg-converter,ES,,,pending,,,Awaiting localized head term
heic-to-jpg-converter,FR,,,pending,,,Awaiting localized head term
heic-to-jpg-converter,ID,,,pending,,,Awaiting localized head term
heic-to-jpg-converter,JP,,,pending,,,Awaiting localized head term
heic-to-jpg-converter,KR,,,pending,,,Awaiting localized head term
heic-to-jpg-converter,TH,,,pending,,,Awaiting localized head term
heic-to-jpg-converter,TR,,,pending,,,Awaiting localized head term
heic-to-jpg-converter,VN,,,pending,,,Awaiting localized head term
hmac-generator,BR,,,pending,,,Awaiting localized head term
hmac-generator,DE,,,pending,,,Awaiting localized head term
hmac-generator,ES,,,pending,,,Awaiting localized head term
hmac-generator,FR,,,pending,,,Awaiting localized head term
hmac-generator,ID,,,pending,,,Awaiting localized head term
hmac-generator,JP,,,pending,,,Awaiting localized head term
hmac-generator,KR,,,pending,,,Awaiting localized head term
hmac-generator,TH,,,pending,,,Awaiting localized head term
hmac-generator,TR,,,pending,,,Awaiting localized head term
hmac-generator,VN,,,pending,,,Awaiting localized head term
hourly-to-salary-calculator,BR,,,pending,,,Awaiting localized head term
hourly-to-salary-calculator,DE,,,pending,,,Awaiting localized head term
hourly-to-salary-calculator,ES,,,pending,,,Awaiting localized head term
hourly-to-salary-calculator,FR,,,pending,,,Awaiting localized head term
hourly-to-salary-calculator,ID,,,pending,,,Awaiting localized head term
hourly-to-salary-calculator,JP,,,pending,,,Awaiting localized head term
hourly-to-salary-calculator,KR,,,pending,,,Awaiting localized head term
hourly-to-salary-calculator,TH,,,pending,,,Awaiting localized head term
hourly-to-salary-calculator,TR,,,pending,,,Awaiting localized head term
hourly-to-salary-calculator,VN,,,pending,,,Awaiting localized head term
html-formatter,BR,,,pending,,,Awaiting localized head term
html-formatter,DE,,,pending,,,Awaiting localized head term
html-formatter,ES,,,pending,,,Awaiting localized head term
html-formatter,FR,,,pending,,,Awaiting localized head term
html-formatter,ID,,,pending,,,Awaiting localized head term
html-formatter,JP,,,pending,,,Awaiting localized head term
html-formatter,KR,,,pending,,,Awaiting localized head term
html-formatter,TH,,,pending,,,Awaiting localized head term
html-formatter,TR,,,pending,,,Awaiting localized head term
html-formatter,VN,,,pending,,,Awaiting localized head term
html-to-pdf-converter,BR,,,pending,,,Awaiting localized head term
html-to-pdf-converter,DE,,,pending,,,Awaiting localized head term
html-to-pdf-converter,ES,,,pending,,,Awaiting localized head term
html-to-pdf-converter,FR,,,pending,,,Awaiting localized head term
html-to-pdf-converter,ID,,,pending,,,Awaiting localized head term
html-to-pdf-converter,JP,,,pending,,,Awaiting localized head term
html-to-pdf-converter,KR,,,pending,,,Awaiting localized head term
html-to-pdf-converter,TH,,,pending,,,Awaiting localized head term
html-to-pdf-converter,TR,,,pending,,,Awaiting localized head term
html-to-pdf-converter,VN,,,pending,,,Awaiting localized head term
iban-validator,BR,,,pending,,,Awaiting localized head term
iban-validator,DE,,,pending,,,Awaiting localized head term
iban-validator,ES,,,pending,,,Awaiting localized head term
iban-validator,FR,,,pending,,,Awaiting localized head term
iban-validator,ID,,,pending,,,Awaiting localized head term
iban-validator,JP,,,pending,,,Awaiting localized head term
iban-validator,KR,,,pending,,,Awaiting localized head term
iban-validator,TH,,,pending,,,Awaiting localized head term
iban-validator,TR,,,pending,,,Awaiting localized head term
iban-validator,VN,,,pending,,,Awaiting localized head term
image-compressor,BR,comprimir imagem,comprimir imagem,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
image-compressor,DE,Bild komprimieren,Bild komprimieren,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
image-compressor,ES,comprimir imagen,comprimir imagen,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
image-compressor,FR,compresser image,compresser image,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
image-compressor,ID,kompres gambar,kompres gambar,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
image-compressor,JP,画像 圧縮,画像 圧縮,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
image-compressor,KR,이미지 압축,이미지 압축,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
image-compressor,TH,บีบอัดรูปภาพ,บีบอัดรูปภาพ,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
image-compressor,TR,resim sıkıştırma,resim sıkıştırma,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
image-compressor,VN,nén ảnh,nén ảnh,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
image-converter,BR,,,pending,,,Awaiting localized head term
image-converter,DE,,,pending,,,Awaiting localized head term
image-converter,ES,,,pending,,,Awaiting localized head term
image-converter,FR,,,pending,,,Awaiting localized head term
image-converter,ID,,,pending,,,Awaiting localized head term
image-converter,JP,,,pending,,,Awaiting localized head term
image-converter,KR,,,pending,,,Awaiting localized head term
image-converter,TH,,,pending,,,Awaiting localized head term
image-converter,TR,,,pending,,,Awaiting localized head term
image-converter,VN,,,pending,,,Awaiting localized head term
image-cropper,BR,,,pending,,,Awaiting localized head term
image-cropper,DE,,,pending,,,Awaiting localized head term
image-cropper,ES,,,pending,,,Awaiting localized head term
image-cropper,FR,,,pending,,,Awaiting localized head term
image-cropper,ID,,,pending,,,Awaiting localized head term
image-cropper,JP,,,pending,,,Awaiting localized head term
image-cropper,KR,,,pending,,,Awaiting localized head term
image-cropper,TH,,,pending,,,Awaiting localized head term
image-cropper,TR,,,pending,,,Awaiting localized head term
image-cropper,VN,,,pending,,,Awaiting localized head term
image-resizer,BR,redimensionar imagem,redimensionar imagem,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
image-resizer,DE,Bildgröße ändern,Bildgröße ändern,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
image-resizer,ES,redimensionar imagen,redimensionar imagen,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
image-resizer,FR,redimensionner image,redimensionner image,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
image-resizer,ID,ubah ukuran gambar,ubah ukuran gambar,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
image-resizer,JP,画像 サイズ変更,画像 サイズ変更,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
image-resizer,KR,이미지 크기 조절,이미지 크기 조절,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
image-resizer,TH,ปรับขนาดรูปภาพ,ปรับขนาดรูปภาพ,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
image-resizer,TR,resim boyutlandırma,resim boyutlandırma,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
image-resizer,VN,thay đổi kích thước ảnh,thay đổi kích thước ảnh,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
image-to-pdf-converter,BR,,,pending,,,Awaiting localized head term
image-to-pdf-converter,DE,,,pending,,,Awaiting localized head term
image-to-pdf-converter,ES,,,pending,,,Awaiting localized head term
image-to-pdf-converter,FR,,,pending,,,Awaiting localized head term
image-to-pdf-converter,ID,,,pending,,,Awaiting localized head term
image-to-pdf-converter,JP,,,pending,,,Awaiting localized head term
image-to-pdf-converter,KR,,,pending,,,Awaiting localized head term
image-to-pdf-converter,TH,,,pending,,,Awaiting localized head term
image-to-pdf-converter,TR,,,pending,,,Awaiting localized head term
image-to-pdf-converter,VN,,,pending,,,Awaiting localized head term
image-watermark-tool,BR,,,pending,,,Awaiting localized head term
image-watermark-tool,DE,,,pending,,,Awaiting localized head term
image-watermark-tool,ES,,,pending,,,Awaiting localized head term
image-watermark-tool,FR,,,pending,,,Awaiting localized head term
image-watermark-tool,ID,,,pending,,,Awaiting localized head term
image-watermark-tool,JP,,,pending,,,Awaiting localized head term
image-watermark-tool,KR,,,pending,,,Awaiting localized head term
image-watermark-tool,TH,,,pending,,,Awaiting localized head term
image-watermark-tool,TR,,,pending,,,Awaiting localized head term
image-watermark-tool,VN,,,pending,,,Awaiting localized head term
instagram-bio-generator,BR,,,pending,,,Awaiting localized head term
instagram-bio-generator,DE,,,pending,,,Awaiting localized head term
instagram-bio-generator,ES,,,pending,,,Awaiting localized head term
instagram-bio-generator,FR,,,pending,,,Awaiting localized head term
instagram-bio-generator,ID,,,pending,,,Awaiting localized head term
instagram-bio-generator,JP,,,pending,,,Awaiting localized head term
instagram-bio-generator,KR,,,pending,,,Awaiting localized head term
instagram-bio-generator,TH,,,pending,,,Awaiting localized head term
instagram-bio-generator,TR,,,pending,,,Awaiting localized head term
instagram-bio-generator,VN,,,pending,,,Awaiting localized head term
instagram-caption-generator,BR,,,pending,,,Awaiting localized head term
instagram-caption-generator,DE,,,pending,,,Awaiting localized head term
instagram-caption-generator,ES,,,pending,,,Awaiting localized head term
instagram-caption-generator,FR,,,pending,,,Awaiting localized head term
instagram-caption-generator,ID,,,pending,,,Awaiting localized head term
instagram-caption-generator,JP,,,pending,,,Awaiting localized head term
instagram-caption-generator,KR,,,pending,,,Awaiting localized head term
instagram-caption-generator,TH,,,pending,,,Awaiting localized head term
instagram-caption-generator,TR,,,pending,,,Awaiting localized head term
instagram-caption-generator,VN,,,pending,,,Awaiting localized head term
interview-question-generator,BR,,,pending,,,Awaiting localized head term
interview-question-generator,DE,,,pending,,,Awaiting localized head term
interview-question-generator,ES,,,pending,,,Awaiting localized head term
interview-question-generator,FR,,,pending,,,Awaiting localized head term
interview-question-generator,ID,,,pending,,,Awaiting localized head term
interview-question-generator,JP,,,pending,,,Awaiting localized head term
interview-question-generator,KR,,,pending,,,Awaiting localized head term
interview-question-generator,TH,,,pending,,,Awaiting localized head term
interview-question-generator,TR,,,pending,,,Awaiting localized head term
interview-question-generator,VN,,,pending,,,Awaiting localized head term
invoice-generator,BR,gerador de faturas,gerador de faturas,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
invoice-generator,DE,Rechnung erstellen,Rechnung erstellen,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
invoice-generator,ES,generador de facturas,generador de facturas,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
invoice-generator,FR,générateur de facture,générateur de facture,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
invoice-generator,ID,generator invoice,generator invoice,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
invoice-generator,JP,請求書 作成,請求書 作成,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
invoice-generator,KR,인보이스 생성기,인보이스 생성기,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
invoice-generator,TH,สร้างใบแจ้งหนี้,สร้างใบแจ้งหนี้,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
invoice-generator,TR,fatura oluşturucu,fatura oluşturucu,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
invoice-generator,VN,tạo hóa đơn,tạo hóa đơn,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
invoice-template-maker,BR,,,pending,,,Awaiting localized head term
invoice-template-maker,DE,,,pending,,,Awaiting localized head term
invoice-template-maker,ES,,,pending,,,Awaiting localized head term
invoice-template-maker,FR,,,pending,,,Awaiting localized head term
invoice-template-maker,ID,,,pending,,,Awaiting localized head term
invoice-template-maker,JP,,,pending,,,Awaiting localized head term
invoice-template-maker,KR,,,pending,,,Awaiting localized head term
invoice-template-maker,TH,,,pending,,,Awaiting localized head term
invoice-template-maker,TR,,,pending,,,Awaiting localized head term
invoice-template-maker,VN,,,pending,,,Awaiting localized head term
javascript-minifier,BR,,,pending,,,Awaiting localized head term
javascript-minifier,DE,,,pending,,,Awaiting localized head term
javascript-minifier,ES,,,pending,,,Awaiting localized head term
javascript-minifier,FR,,,pending,,,Awaiting localized head term
javascript-minifier,ID,,,pending,,,Awaiting localized head term
javascript-minifier,JP,,,pending,,,Awaiting localized head term
javascript-minifier,KR,,,pending,,,Awaiting localized head term
javascript-minifier,TH,,,pending,,,Awaiting localized head term
javascript-minifier,TR,,,pending,,,Awaiting localized head term
javascript-minifier,VN,,,pending,,,Awaiting localized head term
job-description-generator,BR,,,pending,,,Awaiting localized head term
job-description-generator,DE,,,pending,,,Awaiting localized head term
job-description-generator,ES,,,pending,,,Awaiting localized head term
job-description-generator,FR,,,pending,,,Awaiting localized head term
job-description-generator,ID,,,pending,,,Awaiting localized head term
job-description-generator,JP,,,pending,,,Awaiting localized head term
job-description-generator,KR,,,pending,,,Awaiting localized head term
job-description-generator,TH,,,pending,,,Awaiting localized head term
job-description-generator,TR,,,pending,,,Awaiting localized head term
job-description-generator,VN,,,pending,,,Awaiting localized head term
jpg-to-png-converter,BR,,,pending,,,Awaiting localized head term
jpg-to-png-converter,DE,,,pending,,,Awaiting localized head term
jpg-to-png-converter,ES,,,pending,,,Awaiting localized head term
jpg-to-png-converter,FR,,,pending,,,Awaiting localized head term
jpg-to-png-converter,ID,,,pending,,,Awaiting localized head term
jpg-to-png-converter,JP,,,pending,,,Awaiting localized head term
jpg-to-png-converter,KR,,,pending,,,Awaiting localized head term
jpg-to-png-converter,TH,,,pending,,,Awaiting localized head term
jpg-to-png-converter,TR,,,pending,,,Awaiting localized head term
jpg-to-png-converter,VN,,,pending,,,Awaiting localized head term
json-formatter,BR,formatador JSON,formatador JSON,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
json-formatter,DE,JSON formatieren,JSON formatieren,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
json-formatter,ES,formateador JSON,formateador JSON,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
json-formatter,FR,formateur JSON,formateur JSON,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
json-formatter,ID,formatter JSON,formatter JSON,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
json-formatter,JP,JSON 整形,JSON 整形,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
json-formatter,KR,JSON 포맷터,JSON 포맷터,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
json-formatter,TH,จัดรูปแบบ JSON,จัดรูปแบบ JSON,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
json-formatter,TR,JSON biçimlendirici,JSON biçimlendirici,editor_reviewed,editorial_seed_20260717,,Requires native and SERP validation
json-formatter,VN,định dạng JSON,định dạng JSON,serp_verified,public_serp_audit_20260717,2026-07-17T12:37:42Z,Core query reviewed in public SERP sample; native review still pending
json-validator,BR,,,pending,,,Awaiting localized head term
json-validator,DE,,,pending,,,Awaiting localized head term
json-validator,ES,,,pending,,,Awaiting localized head term
json-validator,FR,,,pending,,,Awaiting localized head term
json-validator,ID,,,pending,,,Awaiting localized head term
json-validator,JP,,,pending,,,Awaiting localized head term
json-validator,KR,,,pending,,,Awaiting localized head term
json-validator,TH,,,pending,,,Awaiting localized head term
json-validator,TR,,,pending,,,Awaiting localized head term
json-validator,VN,,,pending,,,Awaiting localized head term
jwt-decoder,BR,,,pending,,,Awaiting localized head term
jwt-decoder,DE,,,pending,,,Awaiting localized head term
jwt-decoder,ES,,,pending,,,Awaiting localized head term
jwt-decoder,FR,,,pending,,,Awaiting localized head term
jwt-decoder,ID,,,pending,,,Awaiting localized head term
jwt-decoder,JP,,,pending,,,Awaiting localized head term
jwt-decoder,KR,,,pending,,,Awaiting localized head term
jwt-decoder,TH,,,pending,,,Awaiting localized head term
jwt-decoder,TR,,,pending,,,Awaiting localized head term
jwt-decoder,VN,,,pending,,,Awaiting localized head term
keyword-density-checker,BR,,,pending,,,Awaiting localized head term
keyword-density-checker,DE,,,pending,,,Awaiting localized head term
keyword-density-checker,ES,,,pending,,,Awaiting localized head term
keyword-density-checker,FR,,,pending,,,Awaiting localized head term
keyword-density-checker,ID,,,pending,,,Awaiting localized head term
keyword-density-checker,JP,,,pending,,,Awaiting localized head term
keyword-density-checker,KR,,,pending,,,Awaiting localized head term
keyword-density-checker,TH,,,pending,,,Awaiting localized head term
keyword-density-checker,TR,,,pending,,,Awaiting localized head term
keyword-density-checker,VN,,,pending,,,Awaiting localized head term
length-converter,BR,,,pending,,,Awaiting localized head term
length-converter,DE,,,pending,,,Awaiting localized head term
length-converter,ES,,,pending,,,Awaiting localized head term
length-converter,FR,,,pending,,,Awaiting localized head term
length-converter,ID,,,pending,,,Awaiting localized head term
length-converter,JP,,,pending,,,Awaiting localized head term
length-converter,KR,,,pending,,,Awaiting localized head term
length-converter,TH,,,pending,,,Awaiting localized head term
length-converter,TR,,,pending,,,Awaiting localized head term
length-converter,VN,,,pending,,,Awaiting localized head term
link-in-bio-builder,BR,,,pending,,,Awaiting localized head term
link-in-bio-builder,DE,,,pending,,,Awaiting localized head term
link-in-bio-builder,ES,,,pending,,,Awaiting localized head term
link-in-bio-builder,FR,,,pending,,,Awaiting localized head term
link-in-bio-builder,ID,,,pending,,,Awaiting localized head term
link-in-bio-builder,JP,,,pending,,,Awaiting localized head term
link-in-bio-builder,KR,,,pending,,,Awaiting localized head term
link-in-bio-builder,TH,,,pending,,,Awaiting localized head term
link-in-bio-builder,TR,,,pending,,,Awaiting localized head term
link-in-bio-builder,VN,,,pending,,,Awaiting localized head term
linkedin-headline-generator,BR,,,pending,,,Awaiting localized head term
linkedin-headline-generator,DE,,,pending,,,Awaiting localized head term
linkedin-headline-generator,ES,,,pending,,,Awaiting localized head term
linkedin-headline-generator,FR,,,pending,,,Awaiting localized head term
linkedin-headline-generator,ID,,,pending,,,Awaiting localized head term
linkedin-headline-generator,JP,,,pending,,,Awaiting localized head term
linkedin-headline-generator,KR,,,pending,,,Awaiting localized head term
linkedin-headline-generator,TH,,,pending,,,Awaiting localized head term
linkedin-headline-generator,TR,,,pending,,,Awaiting localized head term
linkedin-headline-generator,VN,,,pending,,,Awaiting localized head term
loan-payment-calculator,BR,,,pending,,,Awaiting localized head term
loan-payment-calculator,DE,,,pending,,,Awaiting localized head term
loan-payment-calculator,ES,,,pending,,,Awaiting localized head term
loan-payment-calculator,FR,,,pending,,,Awaiting localized head term
loan-payment-calculator,ID,,,pending,,,Awaiting localized head term
loan-payment-calculator,JP,,,pending,,,Awaiting localized head term
loan-payment-calculator,KR,,,pending,,,Awaiting localized head term
loan-payment-calculator,TH,,,pending,,,Awaiting localized head term
loan-payment-calculator,TR,,,pending,,,Awaiting localized head term
loan-payment-calculator,VN,,,pending,,,Awaiting localized head term
lorem-ipsum-generator,BR,,,pending,,,Awaiting localized head term
lorem-ipsum-generator,DE,,,pending,,,Awaiting localized head term
lorem-ipsum-generator,ES,,,pending,,,Awaiting localized head term
lorem-ipsum-generator,FR,,,pending,,,Awaiting localized head term
lorem-ipsum-generator,ID,,,pending,,,Awaiting localized head term
lorem-ipsum-generator,JP,,,pending,,,Awaiting localized head term
lorem-ipsum-generator,KR,,,pending,,,Awaiting localized head term
lorem-ipsum-generator,TH,,,pending,,,Awaiting localized head term
lorem-ipsum-generator,TR,,,pending,,,Awaiting localized head term
lorem-ipsum-generator,VN,,,pending,,,Awaiting localized head term
markdown-to-pdf-converter,BR,,,pending,,,Awaiting localized head term
markdown-to-pdf-converter,DE,,,pending,,,Awaiting localized head term
markdown-to-pdf-converter,ES,,,pending,,,Awaiting localized head term
markdown-to-pdf-converter,FR,,,pending,,,Awaiting localized head term
markdown-to-pdf-converter,ID,,,pending,,,Awaiting localized head term
markdown-to-pdf-converter,JP,,,pending,,,Awaiting localized head term
markdown-to-pdf-converter,KR,,,pending,,,Awaiting localized head term
markdown-to-pdf-converter,TH,,,pending,,,Awaiting localized head term
markdown-to-pdf-converter,TR,,,pending,,,Awaiting localized head term
markdown-to-pdf-converter,VN,,,pending,,,Awaiting localized head term
meme-generator,BR,,,pending,,,Awaiting localized head term
meme-generator,DE,,,pending,,,Awaiting localized head term
meme-generator,ES,,,pending,,,Awaiting localized head term
meme-generator,FR,,,pending,,,Awaiting localized head term
meme-generator,ID,,,pending,,,Awaiting localized head term
meme-generator,JP,,,pending,,,Awaiting localized head term
meme-generator,KR,,,pending,,,Awaiting localized head term
meme-generator,TH,,,pending,,,Awaiting localized head term
meme-generator,TR,,,pending,,,Awaiting localized head term
meme-generator,VN,,,pending,,,Awaiting localized head term
meta-tag-generator,BR,,,pending,,,Awaiting localized head term
meta-tag-generator,DE,,,pending,,,Awaiting localized head term
meta-tag-generator,ES,,,pending,,,Awaiting localized head term
meta-tag-generator,FR,,,pending,,,Awaiting localized head term
meta-tag-generator,ID,,,pending,,,Awaiting localized head term
meta-tag-generator,JP,,,pending,,,Awaiting localized head term
meta-tag-generator,KR,,,pending,,,Awaiting localized head term
meta-tag-generator,TH,,,pending,,,Awaiting localized head term
meta-tag-generator,TR,,,pending,,,Awaiting localized head term
meta-tag-generator,VN,,,pending,,,Awaiting localized head term
mp3-converter,BR,,,pending,,,Awaiting localized head term
mp3-converter,DE,,,pending,,,Awaiting localized head term
mp3-converter,ES,,,pending,,,Awaiting localized head term
mp3-converter,FR,,,pending,,,Awaiting localized head term
mp3-converter,ID,,,pending,,,Awaiting localized head term
mp3-converter,JP,,,pending,,,Awaiting localized head term
