keyword_id,keyword_text,tool_slug,tool_name_en,category_code,market_code,country_name_en,locale,research_wave,search_intent,page_type,candidate_status,localization_status,heuristic_score,heuristic_priority,metric_provider,metric_collected_at,monthly_search_volume,cpc_micros,ads_competition,ads_competition_index,seo_difficulty,trend_index,metric_status
445,générateur de QR code sans inscription,qr-code-generator,QR Code Generator,marketing_seo,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,88.2,P0,,,,,,,,,
483,สร้าง QR Code ออนไลน์,qr-code-generator,QR Code Generator,marketing_seo,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,88.2,P0,,,,,,,,,
485,สร้าง QR Code ไม่ต้องสมัคร,qr-code-generator,QR Code Generator,marketing_seo,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,88.2,P0,,,,,,,,,
493,online QR kod oluşturucu,qr-code-generator,QR Code Generator,marketing_seo,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,88.2,P0,,,,,,,,,
495,üyeliksiz QR kod oluşturucu,qr-code-generator,QR Code Generator,marketing_seo,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,88.2,P0,,,,,,,,,
410,como usar gerador de QR Code,qr-code-generator,QR Code Generator,marketing_seo,BR,Brazil,pt-BR,1,informational,guide,editor_reviewed,serp_verified,88.0,P0,,,,,,,,,
466,cara generator kode QR,qr-code-generator,QR Code Generator,marketing_seo,ID,Indonesia,id-ID,1,informational,guide,editor_reviewed,serp_verified,88.0,P0,,,,,,,,,
419,QRコード 作成 使い方,qr-code-generator,QR Code Generator,marketing_seo,JP,Japan,ja-JP,1,informational,guide,editor_reviewed,serp_verified,88.0,P0,,,,,,,,,
429,QR 코드 생성기 사용법,qr-code-generator,QR Code Generator,marketing_seo,KR,South Korea,ko-KR,1,informational,guide,editor_reviewed,serp_verified,88.0,P0,,,,,,,,,
480,cách tạo mã QR,qr-code-generator,QR Code Generator,marketing_seo,VN,Vietnam,vi-VN,1,informational,guide,editor_reviewed,serp_verified,88.0,P0,,,,,,,,,
431,QR-Code erstellen,qr-code-generator,QR Code Generator,marketing_seo,DE,Germany,de-DE,2,transactional,tool_core,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
432,QR-Code erstellen kostenlos,qr-code-generator,QR Code Generator,marketing_seo,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
435,QR-Code erstellen kostenlos online,qr-code-generator,QR Code Generator,marketing_seo,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
437,QR-Code erstellen im Browser,qr-code-generator,QR Code Generator,marketing_seo,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
438,einfach QR-Code erstellen,qr-code-generator,QR Code Generator,marketing_seo,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
439,QR-Code erstellen mobil,qr-code-generator,QR Code Generator,marketing_seo,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
440,QR-Code erstellen Tool,qr-code-generator,QR Code Generator,marketing_seo,DE,Germany,de-DE,2,commercial,comparison,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
451,generador de código QR,qr-code-generator,QR Code Generator,marketing_seo,ES,Spain,es-ES,2,transactional,tool_core,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
452,generador de código QR gratis,qr-code-generator,QR Code Generator,marketing_seo,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
454,generador de código QR gratis online,qr-code-generator,QR Code Generator,marketing_seo,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
456,herramienta generador de código QR,qr-code-generator,QR Code Generator,marketing_seo,ES,Spain,es-ES,2,commercial,comparison,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
457,generador de código QR fácil,qr-code-generator,QR Code Generator,marketing_seo,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
458,generador de código QR rápido,qr-code-generator,QR Code Generator,marketing_seo,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
459,generador de código QR móvil,qr-code-generator,QR Code Generator,marketing_seo,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
460,mejor generador de código QR,qr-code-generator,QR Code Generator,marketing_seo,ES,Spain,es-ES,2,commercial,comparison,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
441,générateur de QR code,qr-code-generator,QR Code Generator,marketing_seo,FR,France,fr-FR,2,transactional,tool_core,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
442,générateur de QR code gratuit,qr-code-generator,QR Code Generator,marketing_seo,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
444,générateur de QR code gratuit en ligne,qr-code-generator,QR Code Generator,marketing_seo,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
446,outil générateur de QR code,qr-code-generator,QR Code Generator,marketing_seo,FR,France,fr-FR,2,commercial,comparison,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
447,générateur de QR code facile,qr-code-generator,QR Code Generator,marketing_seo,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
448,générateur de QR code rapide,qr-code-generator,QR Code Generator,marketing_seo,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
449,générateur de QR code mobile,qr-code-generator,QR Code Generator,marketing_seo,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
450,meilleur générateur de QR code,qr-code-generator,QR Code Generator,marketing_seo,FR,France,fr-FR,2,commercial,comparison,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
481,สร้าง QR Code,qr-code-generator,QR Code Generator,marketing_seo,TH,Thailand,th-TH,2,transactional,tool_core,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
482,สร้าง QR Code ฟรี,qr-code-generator,QR Code Generator,marketing_seo,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
484,สร้าง QR Code ฟรี ออนไลน์,qr-code-generator,QR Code Generator,marketing_seo,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
486,เครื่องมือ สร้าง QR Code,qr-code-generator,QR Code Generator,marketing_seo,TH,Thailand,th-TH,2,commercial,comparison,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
487,สร้าง QR Code ง่ายๆ,qr-code-generator,QR Code Generator,marketing_seo,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
488,สร้าง QR Code รวดเร็ว,qr-code-generator,QR Code Generator,marketing_seo,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
489,สร้าง QR Code บนมือถือ,qr-code-generator,QR Code Generator,marketing_seo,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
491,QR kod oluşturucu,qr-code-generator,QR Code Generator,marketing_seo,TR,Turkey,tr-TR,2,transactional,tool_core,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
492,ücretsiz QR kod oluşturucu,qr-code-generator,QR Code Generator,marketing_seo,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
494,ücretsiz online QR kod oluşturucu,qr-code-generator,QR Code Generator,marketing_seo,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
496,QR kod oluşturucu aracı,qr-code-generator,QR Code Generator,marketing_seo,TR,Turkey,tr-TR,2,commercial,comparison,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
497,kolay QR kod oluşturucu,qr-code-generator,QR Code Generator,marketing_seo,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
498,hızlı QR kod oluşturucu,qr-code-generator,QR Code Generator,marketing_seo,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
499,mobil QR kod oluşturucu,qr-code-generator,QR Code Generator,marketing_seo,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,87.2,P0,,,,,,,,,
703,criador de currículo online,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
705,criador de currículo sem cadastro,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
763,pembuat CV online,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
765,pembuat CV tanpa daftar,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
714,履歴書 作成 オンライン,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
716,履歴書 作成 登録不要,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
724,이력서 작성 온라인,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
726,이력서 작성 회원가입 없이,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
773,tạo CV online,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
775,tạo CV không cần đăng ký,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,86.4,P0,,,,,,,,,
433,kostenlos QR-Code erstellen,qr-code-generator,QR Code Generator,marketing_seo,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,86.2,P0,,,,,,,,,
701,criador de currículo,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_core,serp_verified,serp_verified,85.4,P0,,,,,,,,,
704,criador de currículo grátis online,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
706,melhor criador de currículo,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,commercial,comparison,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
707,criador de currículo rápido,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
708,criador de currículo fácil,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
709,criador de currículo para celular,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
761,pembuat CV,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_core,serp_verified,serp_verified,85.4,P0,,,,,,,,,
762,pembuat CV gratis,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
764,pembuat CV gratis online,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
767,aplikasi pembuat CV,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,commercial,comparison,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
768,pembuat CV cepat,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
769,pembuat CV mudah,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
770,pembuat CV di HP,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
711,履歴書 作成,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_core,serp_verified,serp_verified,85.4,P0,,,,,,,,,
712,履歴書 作成 無料,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
715,履歴書 作成 ブラウザ,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
717,履歴書 作成 スマホ,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
718,簡単 履歴書 作成,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
720,おすすめ 履歴書 作成,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,commercial,comparison,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
721,이력서 작성,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_core,serp_verified,serp_verified,85.4,P0,,,,,,,,,
722,무료 이력서 작성,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
725,이력서 작성 사이트,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,commercial,comparison,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
727,이력서 작성 모바일,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
728,간편 이력서 작성,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
730,추천 이력서 작성,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,commercial,comparison,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
771,tạo CV,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_core,serp_verified,serp_verified,85.4,P0,,,,,,,,,
772,tạo CV miễn phí,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
774,tạo CV miễn phí online,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
776,công cụ tạo CV,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,commercial,comparison,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
777,tạo CV nhanh,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
778,tạo CV dễ dùng,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
779,tạo CV trên điện thoại,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,serp_verified,85.4,P0,,,,,,,,,
490,วิธี สร้าง QR Code,qr-code-generator,QR Code Generator,marketing_seo,TH,Thailand,th-TH,2,informational,guide,editor_reviewed,editor_reviewed,85.2,P0,,,,,,,,,
500,QR kod oluşturucu nasıl yapılır,qr-code-generator,QR Code Generator,marketing_seo,TR,Turkey,tr-TR,2,informational,guide,editor_reviewed,editor_reviewed,85.2,P0,,,,,,,,,
603,gerador de link WhatsApp online,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.0,P0,,,,,,,,,
605,gerador de link WhatsApp sem cadastro,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,85.0,P0,,,,,,,,,
663,buat link WhatsApp online,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.0,P0,,,,,,,,,
665,buat link WhatsApp tanpa daftar,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,85.0,P0,,,,,,,,,
614,WhatsApp リンク 作成 オンライン,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,85.0,P0,,,,,,,,,
616,WhatsApp リンク 作成 登録不要,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,85.0,P0,,,,,,,,,
624,WhatsApp 링크 생성 온라인,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,rejected,85.0,P0,,,,,,,,,
626,WhatsApp 링크 생성 회원가입 없이,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,rejected,85.0,P0,,,,,,,,,
673,tạo link WhatsApp online,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,85.0,P0,,,,,,,,,
675,tạo link WhatsApp không cần đăng ký,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,85.0,P0,,,,,,,,,
702,criador de currículo grátis,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,84.4,P0,,,,,,,,,
713,無料 履歴書 作成,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,84.4,P0,,,,,,,,,
723,이력서 작성 무료,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,84.4,P0,,,,,,,,,
601,gerador de link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_core,serp_verified,serp_verified,84.0,P0,,,,,,,,,
604,gerador de link WhatsApp grátis online,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
606,melhor gerador de link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,commercial,comparison,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
607,gerador de link WhatsApp rápido,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
608,gerador de link WhatsApp fácil,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
609,gerador de link WhatsApp para celular,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
661,buat link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_core,serp_verified,serp_verified,84.0,P0,,,,,,,,,
662,buat link WhatsApp gratis,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
664,buat link WhatsApp gratis online,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
667,aplikasi buat link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,commercial,comparison,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
668,buat link WhatsApp cepat,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
669,buat link WhatsApp mudah,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
670,buat link WhatsApp di HP,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
611,WhatsApp リンク 作成,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_core,rejected,rejected,84.0,P0,,,,,,,,,
612,WhatsApp リンク 作成 無料,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
615,WhatsApp リンク 作成 ブラウザ,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
617,WhatsApp リンク 作成 スマホ,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
618,簡単 WhatsApp リンク 作成,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
620,おすすめ WhatsApp リンク 作成,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,commercial,comparison,editor_reviewed,rejected,84.0,P0,,,,,,,,,
621,WhatsApp 링크 생성,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_core,rejected,rejected,84.0,P0,,,,,,,,,
622,무료 WhatsApp 링크 생성,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
625,WhatsApp 링크 생성 사이트,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,commercial,comparison,editor_reviewed,rejected,84.0,P0,,,,,,,,,
627,WhatsApp 링크 생성 모바일,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
628,간편 WhatsApp 링크 생성,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
630,추천 WhatsApp 링크 생성,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,commercial,comparison,editor_reviewed,rejected,84.0,P0,,,,,,,,,
671,tạo link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_core,rejected,rejected,84.0,P0,,,,,,,,,
672,tạo link WhatsApp miễn phí,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
674,tạo link WhatsApp miễn phí online,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
676,công cụ tạo link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,commercial,comparison,editor_reviewed,rejected,84.0,P0,,,,,,,,,
677,tạo link WhatsApp nhanh,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
678,tạo link WhatsApp dễ dùng,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
679,tạo link WhatsApp trên điện thoại,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
734,Lebenslauf erstellen online,resume-builder,Resume Builder,career_hr,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,83.6,P0,,,,,,,,,
736,Lebenslauf erstellen ohne Anmeldung,resume-builder,Resume Builder,career_hr,DE,Germany,de-DE,2,transactional,tool_variant,editor_reviewed,editor_reviewed,83.6,P0,,,,,,,,,
753,creador de currículum online,resume-builder,Resume Builder,career_hr,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,83.6,P0,,,,,,,,,
755,creador de currículum sin registro,resume-builder,Resume Builder,career_hr,ES,Spain,es-ES,2,transactional,tool_variant,editor_reviewed,editor_reviewed,83.6,P0,,,,,,,,,
743,créateur de CV en ligne,resume-builder,Resume Builder,career_hr,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,83.6,P0,,,,,,,,,
745,créateur de CV sans inscription,resume-builder,Resume Builder,career_hr,FR,France,fr-FR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,83.6,P0,,,,,,,,,
783,สร้างเรซูเม่ ออนไลน์,resume-builder,Resume Builder,career_hr,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,83.6,P0,,,,,,,,,
785,สร้างเรซูเม่ ไม่ต้องสมัคร,resume-builder,Resume Builder,career_hr,TH,Thailand,th-TH,2,transactional,tool_variant,editor_reviewed,editor_reviewed,83.6,P0,,,,,,,,,
793,online CV oluşturucu,resume-builder,Resume Builder,career_hr,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,83.6,P0,,,,,,,,,
795,üyeliksiz CV oluşturucu,resume-builder,Resume Builder,career_hr,TR,Turkey,tr-TR,2,transactional,tool_variant,editor_reviewed,editor_reviewed,83.6,P0,,,,,,,,,
710,como usar criador de currículo,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,informational,guide,editor_reviewed,serp_verified,83.4,P0,,,,,,,,,
766,cara pembuat CV,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,informational,guide,editor_reviewed,serp_verified,83.4,P0,,,,,,,,,
