keyword_id,keyword_text,tool_slug,tool_name_en,category_code,market_code,country_name_en,locale,research_wave,search_intent,page_type,candidate_status,localization_status,heuristic_score,heuristic_priority,metric_provider,metric_collected_at,monthly_search_volume,cpc_micros,ads_competition,ads_competition_index,seo_difficulty,trend_index,metric_status
702,criador de currículo grátis,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,84.4,P0,,,,,,,,,
713,無料 履歴書 作成,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,serp_verified,84.4,P0,,,,,,,,,
723,이력서 작성 무료,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,serp_verified,84.4,P0,,,,,,,,,
601,gerador de link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_core,serp_verified,serp_verified,84.0,P0,,,,,,,,,
604,gerador de link WhatsApp grátis online,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
606,melhor gerador de link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,commercial,comparison,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
607,gerador de link WhatsApp rápido,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
608,gerador de link WhatsApp fácil,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
609,gerador de link WhatsApp para celular,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
661,buat link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_core,serp_verified,serp_verified,84.0,P0,,,,,,,,,
662,buat link WhatsApp gratis,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
664,buat link WhatsApp gratis online,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
667,aplikasi buat link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,commercial,comparison,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
668,buat link WhatsApp cepat,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
669,buat link WhatsApp mudah,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
670,buat link WhatsApp di HP,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,transactional,tool_variant,editor_reviewed,serp_verified,84.0,P0,,,,,,,,,
611,WhatsApp リンク 作成,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_core,rejected,rejected,84.0,P0,,,,,,,,,
612,WhatsApp リンク 作成 無料,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
615,WhatsApp リンク 作成 ブラウザ,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
617,WhatsApp リンク 作成 スマホ,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
618,簡単 WhatsApp リンク 作成,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
620,おすすめ WhatsApp リンク 作成,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,commercial,comparison,editor_reviewed,rejected,84.0,P0,,,,,,,,,
621,WhatsApp 링크 생성,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_core,rejected,rejected,84.0,P0,,,,,,,,,
622,무료 WhatsApp 링크 생성,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
625,WhatsApp 링크 생성 사이트,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,commercial,comparison,editor_reviewed,rejected,84.0,P0,,,,,,,,,
627,WhatsApp 링크 생성 모바일,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
628,간편 WhatsApp 링크 생성,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
630,추천 WhatsApp 링크 생성,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,commercial,comparison,editor_reviewed,rejected,84.0,P0,,,,,,,,,
671,tạo link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_core,rejected,rejected,84.0,P0,,,,,,,,,
672,tạo link WhatsApp miễn phí,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
674,tạo link WhatsApp miễn phí online,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
676,công cụ tạo link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,commercial,comparison,editor_reviewed,rejected,84.0,P0,,,,,,,,,
677,tạo link WhatsApp nhanh,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
678,tạo link WhatsApp dễ dùng,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
679,tạo link WhatsApp trên điện thoại,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,transactional,tool_variant,editor_reviewed,rejected,84.0,P0,,,,,,,,,
710,como usar criador de currículo,resume-builder,Resume Builder,career_hr,BR,Brazil,pt-BR,1,informational,guide,editor_reviewed,serp_verified,83.4,P0,,,,,,,,,
766,cara pembuat CV,resume-builder,Resume Builder,career_hr,ID,Indonesia,id-ID,1,informational,guide,editor_reviewed,serp_verified,83.4,P0,,,,,,,,,
719,履歴書 作成 使い方,resume-builder,Resume Builder,career_hr,JP,Japan,ja-JP,1,informational,guide,editor_reviewed,serp_verified,83.4,P0,,,,,,,,,
729,이력서 작성 사용법,resume-builder,Resume Builder,career_hr,KR,South Korea,ko-KR,1,informational,guide,editor_reviewed,serp_verified,83.4,P0,,,,,,,,,
780,cách tạo CV,resume-builder,Resume Builder,career_hr,VN,Vietnam,vi-VN,1,informational,guide,editor_reviewed,serp_verified,83.4,P0,,,,,,,,,
602,gerador de link WhatsApp grátis,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,transactional,tool_variant,editor_reviewed,serp_verified,83.0,P0,,,,,,,,,
613,無料 WhatsApp リンク 作成,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,transactional,tool_variant,editor_reviewed,rejected,83.0,P0,,,,,,,,,
623,WhatsApp 링크 생성 무료,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,transactional,tool_variant,editor_reviewed,rejected,83.0,P0,,,,,,,,,
610,como usar gerador de link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,BR,Brazil,pt-BR,1,informational,guide,editor_reviewed,serp_verified,82.0,P0,,,,,,,,,
666,cara buat link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,ID,Indonesia,id-ID,1,informational,guide,editor_reviewed,serp_verified,82.0,P0,,,,,,,,,
619,WhatsApp リンク 作成 使い方,whatsapp-link-generator,WhatsApp Link Generator,social_communication,JP,Japan,ja-JP,1,informational,guide,editor_reviewed,rejected,82.0,P0,,,,,,,,,
629,WhatsApp 링크 생성 사용법,whatsapp-link-generator,WhatsApp Link Generator,social_communication,KR,South Korea,ko-KR,1,informational,guide,editor_reviewed,rejected,82.0,P0,,,,,,,,,
680,cách tạo link WhatsApp,whatsapp-link-generator,WhatsApp Link Generator,social_communication,VN,Vietnam,vi-VN,1,informational,guide,editor_reviewed,rejected,82.0,P0,,,,,,,,,
